State,Year,Quarter,HPI
CT,2004,4,413.07
CT,2005,1,423.67
CT,2005,2,437.92
CT,2005,3,449.79
CT,2005,4,458.91
CT,2006,1,465.07
CT,2006,2,467.17
CT,2006,3,467.63
CT,2006,4,470.23
CT,2007,1,473.66
CT,2007,2,469.62
CT,2007,3,466.01
CT,2007,4,465.32
CT,2008,1,464.79
CT,2008,2,453.86
CT,2008,3,439.73
CT,2008,4,436.25
CT,2009,1,439.87
CT,2009,2,425.56
CT,2009,3,414.50
CT,2009,4,413.27
CT,2010,1,408.38
CT,2010,2,403.76
CT,2010,3,408.48
CT,2010,4,409.03
CT,2011,1,398.58
CT,2011,2,391.27
CT,2011,3,392.54
CT,2011,4,395.70
CT,2012,1,389.04
CT,2012,2,385.45
CT,2012,3,386.25
CT,2012,4,387.65
CT,2013,1,385.60
CT,2013,2,384.24
CT,2013,3,384.18
CT,2013,4,381.17
CT,2014,1,380.47
CT,2014,2,383.03
CT,2014,3,386.37
CT,2014,4,386.47
CT,2015,1,390.65
CT,2015,2,391.68
CT,2015,3,390.25
CT,2015,4,390.27
CT,2016,1,390.25
CT,2016,2,393.30
CT,2016,3,396.31
CT,2016,4,397.40
CT,2017,1,392.79
CT,2017,2,399.87
CT,2017,3,402.81
CT,2017,4,402.32
DC,1975,1,45.07
DC,1975,2,47.28
DC,1975,3,47.39
DC,1975,4,54.25
DC,1976,1,50.93
DC,1976,2,52.51
DC,1976,3,58.25
DC,1976,4,57.75
DC,1977,1,59.33
DC,1977,2,63.29
DC,1977,3,66.39
DC,1977,4,71.37
DC,1978,1,68.25
DC,1978,2,76.16
DC,1978,3,81.25
DC,1978,4,79.52
DC,1979,1,88.60
DC,1979,2,88.54
DC,1979,3,91.09
DC,1979,4,98.55
DC,1980,1,100.00
DC,1980,2,96.17
DC,1980,3,98.76
DC,1980,4,101.07
DC,1981,1,94.20
DC,1981,2,105.27
DC,1981,3,96.78
DC,1981,4,103.84
DC,1982,1,89.93
DC,1982,2,103.37
DC,1982,3,93.38
DC,1982,4,99.55
DC,1983,1,94.04
DC,1983,2,97.06
DC,1983,3,101.36
DC,1983,4,100.59
DC,1984,1,101.37
DC,1984,2,103.48
DC,1984,3,105.57
DC,1984,4,107.80
DC,1985,1,107.46
DC,1985,2,110.82
DC,1985,3,111.75
DC,1985,4,113.99
DC,1986,1,114.24
DC,1986,2,119.50
DC,1986,3,122.93
DC,1986,4,127.61
DC,1987,1,132.58
DC,1987,2,135.48
DC,1987,3,139.92
DC,1987,4,145.49
DC,1988,1,153.94
DC,1988,2,161.40
DC,1988,3,164.87
DC,1988,4,169.95
DC,1989,1,179.99
DC,1989,2,180.85
DC,1989,3,182.81
DC,1989,4,186.59
DC,1990,1,192.55
DC,1990,2,191.67
DC,1990,3,186.78
DC,1990,4,188.07
DC,1991,1,189.83
DC,1991,2,191.57
DC,1991,3,189.57
DC,1991,4,192.80
DC,1992,1,195.80
DC,1992,2,195.83
DC,1992,3,195.46
DC,1992,4,193.99
DC,1993,1,192.96
DC,1993,2,193.45
DC,1993,3,194.00
DC,1993,4,194.45
DC,1994,1,195.95
DC,1994,2,188.41
DC,1994,3,188.56
DC,1994,4,181.74
DC,1995,1,184.63
DC,1995,2,183.48
DC,1995,3,188.11
DC,1995,4,191.70
DC,1996,1,193.96
DC,1996,2,190.08
DC,1996,3,187.78
DC,1996,4,188.66
DC,1997,1,189.20
DC,1997,2,190.53
DC,1997,3,189.36
DC,1997,4,189.30
DC,1998,1,196.80
DC,1998,2,198.11
DC,1998,3,199.89
DC,1998,4,205.51
DC,1999,1,207.64
DC,1999,2,211.93
DC,1999,3,218.11
DC,1999,4,224.46
DC,2000,1,234.47
DC,2000,2,243.14
DC,2000,3,250.71
DC,2000,4,255.56
DC,2001,1,266.14
DC,2001,2,278.33
DC,2001,3,290.05
DC,2001,4,298.72
DC,2002,1,308.20
DC,2002,2,319.30
DC,2002,3,334.06
DC,2002,4,344.01
DC,2003,1,351.75
DC,2003,2,358.66
DC,2003,3,369.88
DC,2003,4,389.70
DC,2004,1,404.91
DC,2004,2,424.64
DC,2004,3,454.60
DC,2004,4,479.07
DC,2005,1,500.77
DC,2005,2,529.77
DC,2005,3,561.84
DC,2005,4,590.10
DC,2006,1,598.11
DC,2006,2,606.32
DC,2006,3,612.28
DC,2006,4,622.47
DC,2007,1,627.29
DC,2007,2,627.20
DC,2007,3,628.37
DC,2007,4,620.53
DC,2008,1,607.90
DC,2008,2,592.14
DC,2008,3,578.48
DC,2008,4,571.33
DC,2009,1,573.25
DC,2009,2,556.47
DC,2009,3,551.32
DC,2009,4,558.30
DC,2010,1,552.31
DC,2010,2,554.77
DC,2010,3,563.06
DC,2010,4,562.32
DC,2011,1,554.93
DC,2011,2,562.43
DC,2011,3,564.25
DC,2011,4,570.42
DC,2012,1,574.22
DC,2012,2,577.08
DC,2012,3,586.40
DC,2012,4,597.28
DC,2013,1,608.01
DC,2013,2,626.48
DC,2013,3,653.66
DC,2013,4,656.50
DC,2014,1,672.09
DC,2014,2,687.55
DC,2014,3,695.55
DC,2014,4,711.50
DC,2015,1,714.97
DC,2015,2,726.20
DC,2015,3,747.46
DC,2015,4,764.75
DC,2016,1,772.31
DC,2016,2,790.72
DC,2016,3,791.76
DC,2016,4,808.84
DC,2017,1,819.53
DC,2017,2,844.00
DC,2017,3,856.34
DC,2017,4,867.13
DE,1975,1,77.93
DE,1975,2,89.39
DE,1975,3,116.21
DE,1975,4,75.63
DE,1976,1,80.93
DE,1976,2,86.70
DE,1976,3,80.81
DE,1976,4,84.82
DE,1977,1,80.65
DE,1977,2,77.94
DE,1977,3,84.92
DE,1977,4,83.08
DE,1978,1,83.27
DE,1978,2,91.31
DE,1978,3,85.67
DE,1978,4,83.72
DE,1979,1,87.21
DE,1979,2,87.19
DE,1979,3,94.76
DE,1979,4,96.31
DE,1980,1,100.00
DE,1980,2,108.41
DE,1980,3,110.51
DE,1980,4,107.84
DE,1981,1,109.59
DE,1981,2,103.84
DE,1981,3,116.70
DE,1981,4,106.70
DE,1982,1,102.21
DE,1982,2,118.85
DE,1982,3,113.91
DE,1982,4,117.09
DE,1983,1,117.38
DE,1983,2,119.81
DE,1983,3,122.97
DE,1983,4,128.58
DE,1984,1,125.87
DE,1984,2,129.31
DE,1984,3,132.51
DE,1984,4,134.46
DE,1985,1,137.34
DE,1985,2,141.37
DE,1985,3,144.19
DE,1985,4,146.60
DE,1986,1,152.02
DE,1986,2,155.43
DE,1986,3,160.23
DE,1986,4,165.84
DE,1987,1,172.12
DE,1987,2,176.26
DE,1987,3,183.79
DE,1987,4,188.70
DE,1988,1,191.39
DE,1988,2,196.98
DE,1988,3,202.38
DE,1988,4,208.05
DE,1989,1,211.07
DE,1989,2,217.74
DE,1989,3,223.32
DE,1989,4,224.82
DE,1990,1,227.86
DE,1990,2,226.91
DE,1990,3,225.03
DE,1990,4,225.01
DE,1991,1,228.83
DE,1991,2,229.41
DE,1991,3,229.50
DE,1991,4,232.53
DE,1992,1,232.76
DE,1992,2,231.26
DE,1992,3,232.26
DE,1992,4,234.23
DE,1993,1,233.05
DE,1993,2,233.99
DE,1993,3,233.45
DE,1993,4,234.28
DE,1994,1,233.48
DE,1994,2,230.86
DE,1994,3,228.58
DE,1994,4,227.39
DE,1995,1,227.93
DE,1995,2,229.08
DE,1995,3,232.69
DE,1995,4,232.66
DE,1996,1,235.24
DE,1996,2,233.29
DE,1996,3,233.77
DE,1996,4,236.20
DE,1997,1,235.71
DE,1997,2,236.20
DE,1997,3,238.08
DE,1997,4,240.51
DE,1998,1,243.97
DE,1998,2,244.60
DE,1998,3,245.77
DE,1998,4,247.21
DE,1999,1,250.98
DE,1999,2,252.95
DE,1999,3,256.82
DE,1999,4,258.26
DE,2000,1,262.47
DE,2000,2,267.10
DE,2000,3,272.16
DE,2000,4,275.70
DE,2001,1,281.71
DE,2001,2,286.36
DE,2001,3,291.89
DE,2001,4,296.05
DE,2002,1,301.15
DE,2002,2,308.92
DE,2002,3,316.78
DE,2002,4,321.84
DE,2003,1,326.46
DE,2003,2,333.54
DE,2003,3,341.09
DE,2003,4,353.92
DE,2004,1,365.20
DE,2004,2,373.53
DE,2004,3,395.51
DE,2004,4,407.74
DE,2005,1,419.13
DE,2005,2,436.91
DE,2005,3,456.34
DE,2005,4,466.01
DE,2006,1,475.71
DE,2006,2,484.66
DE,2006,3,489.16
DE,2006,4,498.04
DE,2007,1,498.29
DE,2007,2,502.32
DE,2007,3,497.21
DE,2007,4,497.72
DE,2008,1,494.37
DE,2008,2,487.64
DE,2008,3,476.17
DE,2008,4,470.90
DE,2009,1,473.74
DE,2009,2,459.14
DE,2009,3,447.77
DE,2009,4,444.00
DE,2010,1,440.71
DE,2010,2,437.35
DE,2010,3,436.72
DE,2010,4,433.25
DE,2011,1,422.36
DE,2011,2,410.08
DE,2011,3,405.80
DE,2011,4,411.48
DE,2012,1,408.30
DE,2012,2,399.62
DE,2012,3,402.89
DE,2012,4,405.57
DE,2013,1,406.04
DE,2013,2,405.25
DE,2013,3,408.14
DE,2013,4,409.94
DE,2014,1,409.85
DE,2014,2,413.38
DE,2014,3,418.29
DE,2014,4,417.19
DE,2015,1,425.18
DE,2015,2,423.38
DE,2015,3,426.54
DE,2015,4,429.68
DE,2016,1,431.08
DE,2016,2,434.39
DE,2016,3,441.46
DE,2016,4,444.15
DE,2017,1,443.23
DE,2017,2,445.15
DE,2017,3,445.99
DE,2017,4,454.52
FL,1975,1,66.29
FL,1975,2,84.13
FL,1975,3,67.35
FL,1975,4,68.71
FL,1976,1,68.61
FL,1976,2,76.71
FL,1976,3,69.46
FL,1976,4,71.04
FL,1977,1,71.59
FL,1977,2,79.68
FL,1977,3,72.74
FL,1977,4,75.32
FL,1978,1,79.03
FL,1978,2,83.83
FL,1978,3,83.59
FL,1978,4,85.13
FL,1979,1,89.88
FL,1979,2,92.52
FL,1979,3,93.92
FL,1979,4,98.09
FL,1980,1,100.00
FL,1980,2,99.94
FL,1980,3,106.21
FL,1980,4,109.09
FL,1981,1,110.97
FL,1981,2,112.86
FL,1981,3,108.87
FL,1981,4,114.56
FL,1982,1,119.16
FL,1982,2,120.36
FL,1982,3,122.55
FL,1982,4,122.81
FL,1983,1,123.31
FL,1983,2,125.24
FL,1983,3,125.16
FL,1983,4,125.39
FL,1984,1,126.42
FL,1984,2,127.46
FL,1984,3,128.60
FL,1984,4,127.10
FL,1985,1,128.45
FL,1985,2,128.99
FL,1985,3,128.87
FL,1985,4,130.62
FL,1986,1,131.98
FL,1986,2,135.42
FL,1986,3,136.27
FL,1986,4,136.40
FL,1987,1,137.24
FL,1987,2,139.20
FL,1987,3,139.36
FL,1987,4,140.32
FL,1988,1,141.82
FL,1988,2,144.73
FL,1988,3,145.90
FL,1988,4,147.04
FL,1989,1,148.18
FL,1989,2,149.24
FL,1989,3,151.67
FL,1989,4,152.85
FL,1990,1,153.51
FL,1990,2,153.04
FL,1990,3,153.84
FL,1990,4,153.26
FL,1991,1,155.05
FL,1991,2,155.60
FL,1991,3,155.31
FL,1991,4,157.97
FL,1992,1,159.92
FL,1992,2,158.51
FL,1992,3,161.17
FL,1992,4,161.29
FL,1993,1,161.45
FL,1993,2,163.23
FL,1993,3,164.48
FL,1993,4,166.17
FL,1994,1,165.93
FL,1994,2,164.79
FL,1994,3,165.04
FL,1994,4,164.91
FL,1995,1,165.60
FL,1995,2,167.60
FL,1995,3,170.90
FL,1995,4,172.30
FL,1996,1,174.13
FL,1996,2,173.20
FL,1996,3,173.59
FL,1996,4,174.43
FL,1997,1,176.67
FL,1997,2,176.50
FL,1997,3,178.94
FL,1997,4,181.98
FL,1998,1,185.62
FL,1998,2,185.47
FL,1998,3,187.78
FL,1998,4,190.64
FL,1999,1,191.83
FL,1999,2,193.32
FL,1999,3,195.66
FL,1999,4,198.05
FL,2000,1,201.98
FL,2000,2,205.52
FL,2000,3,209.84
FL,2000,4,214.28
FL,2001,1,220.40
FL,2001,2,225.99
FL,2001,3,231.15
FL,2001,4,236.73
FL,2002,1,241.51
FL,2002,2,248.81
FL,2002,3,255.83
FL,2002,4,261.67
FL,2003,1,267.22
FL,2003,2,273.66
FL,2003,3,280.22
FL,2003,4,293.22
FL,2004,1,302.09
FL,2004,2,316.23
FL,2004,3,335.95
FL,2004,4,351.24
FL,2005,1,370.17
FL,2005,2,397.51
FL,2005,3,425.01
FL,2005,4,447.32
FL,2006,1,464.89
FL,2006,2,474.63
FL,2006,3,478.41
FL,2006,4,481.73
FL,2007,1,478.62
FL,2007,2,472.40
FL,2007,3,455.35
FL,2007,4,443.98
FL,2008,1,426.25
FL,2008,2,397.10
FL,2008,3,364.87
FL,2008,4,346.60
FL,2009,1,352.58
FL,2009,2,334.05
FL,2009,3,314.55
FL,2009,4,306.82
FL,2010,1,300.80
FL,2010,2,292.33
FL,2010,3,295.97
FL,2010,4,290.43
FL,2011,1,276.72
FL,2011,2,268.39
FL,2011,3,271.21
FL,2011,4,273.57
FL,2012,1,268.11
FL,2012,2,266.18
FL,2012,3,272.60
FL,2012,4,276.39
FL,2013,1,280.22
FL,2013,2,289.43
FL,2013,3,297.00
FL,2013,4,304.70
FL,2014,1,309.69
FL,2014,2,317.59
FL,2014,3,324.81
FL,2014,4,330.60
FL,2015,1,337.81
FL,2015,2,346.99
FL,2015,3,355.66
FL,2015,4,362.82
FL,2016,1,370.43
FL,2016,2,380.52
FL,2016,3,390.52
FL,2016,4,397.35
FL,2017,1,406.82
FL,2017,2,418.21
FL,2017,3,425.45
FL,2017,4,433.94
GA,1975,1,74.16
GA,1975,2,71.96
GA,1975,3,74.57
GA,1975,4,73.64
GA,1976,1,71.39
GA,1976,2,73.28
GA,1976,3,79.36
GA,1976,4,78.45
GA,1977,1,76.84
GA,1977,2,76.28
GA,1977,3,78.81
GA,1977,4,78.53
GA,1978,1,84.47
GA,1978,2,81.42
GA,1978,3,85.25
GA,1978,4,86.16
GA,1979,1,87.78
GA,1979,2,90.99
GA,1979,3,92.01
GA,1979,4,95.88
GA,1980,1,100.00
GA,1980,2,100.28
GA,1980,3,102.13
GA,1980,4,102.71
GA,1981,1,107.36
GA,1981,2,107.84
GA,1981,3,108.61
GA,1981,4,112.48
GA,1982,1,113.47
GA,1982,2,115.36
GA,1982,3,114.13
GA,1982,4,116.39
GA,1983,1,117.70
GA,1983,2,118.40
GA,1983,3,121.05
GA,1983,4,120.83
GA,1984,1,124.46
GA,1984,2,126.60
GA,1984,3,124.93
GA,1984,4,129.11
GA,1985,1,131.63
GA,1985,2,129.27
GA,1985,3,135.08
GA,1985,4,137.79
GA,1986,1,140.06
GA,1986,2,141.88
GA,1986,3,143.66
GA,1986,4,146.03
GA,1987,1,148.38
GA,1987,2,150.13
GA,1987,3,151.76
GA,1987,4,152.43
GA,1988,1,154.55
GA,1988,2,156.49
GA,1988,3,156.83
GA,1988,4,156.62
GA,1989,1,157.74
GA,1989,2,158.28
GA,1989,3,160.25
GA,1989,4,161.45
GA,1990,1,160.96
GA,1990,2,159.52
GA,1990,3,160.56
GA,1990,4,159.48
GA,1991,1,161.08
GA,1991,2,161.70
GA,1991,3,161.20
GA,1991,4,162.99
GA,1992,1,163.99
GA,1992,2,164.26
GA,1992,3,167.60
GA,1992,4,167.89
GA,1993,1,168.26
GA,1993,2,170.13
GA,1993,3,171.26
GA,1993,4,172.55
GA,1994,1,173.07
GA,1994,2,174.12
GA,1994,3,174.69
GA,1994,4,175.43
GA,1995,1,176.37
GA,1995,2,179.71
GA,1995,3,182.18
GA,1995,4,184.90
GA,1996,1,187.15
GA,1996,2,188.07
GA,1996,3,189.86
GA,1996,4,191.31
GA,1997,1,193.50
GA,1997,2,195.81
GA,1997,3,199.13
GA,1997,4,201.91
GA,1998,1,205.51
GA,1998,2,207.41
GA,1998,3,211.19
GA,1998,4,214.36
GA,1999,1,217.29
GA,1999,2,220.63
GA,1999,3,224.54
GA,1999,4,227.23
GA,2000,1,230.16
GA,2000,2,233.82
GA,2000,3,237.72
GA,2000,4,241.58
GA,2001,1,248.33
GA,2001,2,251.39
GA,2001,3,254.61
GA,2001,4,257.95
GA,2002,1,260.16
GA,2002,2,262.07
GA,2002,3,266.40
GA,2002,4,269.54
GA,2003,1,271.64
GA,2003,2,273.42
GA,2003,3,275.08
GA,2003,4,278.54
GA,2004,1,282.33
GA,2004,2,284.18
GA,2004,3,288.13
GA,2004,4,292.58
GA,2005,1,296.44
GA,2005,2,300.42
GA,2005,3,305.38
GA,2005,4,309.33
GA,2006,1,312.50
GA,2006,2,314.38
GA,2006,3,316.99
GA,2006,4,322.81
GA,2007,1,325.55
GA,2007,2,326.53
GA,2007,3,324.49
GA,2007,4,326.77
GA,2008,1,327.25
GA,2008,2,322.13
GA,2008,3,313.54
GA,2008,4,312.34
GA,2009,1,318.95
GA,2009,2,309.18
GA,2009,3,296.38
GA,2009,4,292.15
GA,2010,1,286.50
GA,2010,2,280.40
GA,2010,3,283.11
GA,2010,4,279.18
GA,2011,1,268.89
GA,2011,2,257.47
GA,2011,3,259.19
GA,2011,4,258.91
GA,2012,1,252.34
GA,2012,2,248.17
GA,2012,3,251.30
GA,2012,4,254.38
GA,2013,1,254.59
GA,2013,2,260.73
GA,2013,3,264.04
GA,2013,4,267.72
GA,2014,1,271.92
GA,2014,2,278.29
GA,2014,3,283.90
GA,2014,4,285.54
GA,2015,1,289.31
GA,2015,2,297.01
GA,2015,3,301.39
GA,2015,4,304.05
GA,2016,1,307.16
GA,2016,2,316.42
GA,2016,3,322.21
GA,2016,4,324.60
GA,2017,1,327.29
GA,2017,2,339.24
GA,2017,3,344.44
GA,2017,4,347.55
HI,1975,1,57.83
HI,1975,2,54.90
HI,1975,3,54.47
HI,1975,4,57.54
HI,1976,1,54.33
HI,1976,2,56.27
HI,1976,3,55.01
HI,1976,4,56.19
HI,1977,1,56.17
HI,1977,2,59.60
HI,1977,3,61.23
HI,1977,4,62.30
HI,1978,1,65.08
HI,1978,2,65.18
HI,1978,3,66.81
HI,1978,4,74.60
HI,1979,1,73.44
HI,1979,2,81.39
HI,1979,3,89.03
HI,1979,4,92.98
HI,1980,1,100.00
HI,1980,2,101.01
HI,1980,3,100.77
HI,1980,4,107.07
HI,1981,1,101.88
HI,1981,2,97.99
HI,1981,3,85.23
HI,1981,4,49.61
HI,1982,1,112.50
HI,1982,2,103.10
HI,1982,3,100.44
HI,1982,4,86.24
HI,1983,1,101.91
HI,1983,2,105.89
HI,1983,3,111.78
HI,1983,4,105.74
HI,1984,1,108.78
HI,1984,2,113.26
HI,1984,3,110.06
HI,1984,4,109.07
HI,1985,1,114.60
HI,1985,2,112.84
HI,1985,3,116.68
HI,1985,4,117.44
HI,1986,1,119.68
HI,1986,2,119.79
HI,1986,3,120.91
HI,1986,4,123.49
HI,1987,1,127.50
HI,1987,2,130.55
HI,1987,3,132.51
HI,1987,4,135.33
HI,1988,1,143.95
HI,1988,2,151.33
HI,1988,3,155.25
HI,1988,4,166.22
HI,1989,1,178.33
HI,1989,2,183.10
HI,1989,3,196.20
HI,1989,4,202.68
HI,1990,1,217.51
HI,1990,2,230.44
HI,1990,3,241.28
HI,1990,4,251.06
HI,1991,1,256.72
HI,1991,2,259.19
HI,1991,3,259.31
HI,1991,4,263.22
HI,1992,1,262.47
HI,1992,2,261.72
HI,1992,3,264.02
HI,1992,4,264.68
HI,1993,1,263.85
HI,1993,2,265.29
HI,1993,3,264.07
HI,1993,4,265.52
HI,1994,1,266.62
HI,1994,2,263.09
HI,1994,3,265.71
HI,1994,4,259.05
HI,1995,1,257.09
HI,1995,2,260.30
HI,1995,3,261.34
HI,1995,4,261.87
HI,1996,1,256.49
HI,1996,2,251.22
HI,1996,3,243.74
HI,1996,4,238.68
HI,1997,1,235.62
HI,1997,2,230.37
HI,1997,3,231.07
HI,1997,4,228.81
HI,1998,1,230.06
HI,1998,2,230.18
HI,1998,3,231.92
HI,1998,4,230.65
HI,1999,1,229.63
HI,1999,2,227.57
HI,1999,3,223.53
HI,1999,4,223.54
HI,2000,1,229.09
HI,2000,2,229.49
HI,2000,3,232.46
HI,2000,4,238.25
HI,2001,1,245.87
HI,2001,2,249.69
HI,2001,3,254.04
HI,2001,4,257.67
HI,2002,1,261.83
HI,2002,2,267.77
HI,2002,3,275.98
HI,2002,4,279.46
HI,2003,1,287.46
HI,2003,2,294.17
HI,2003,3,302.80
HI,2003,4,319.85
HI,2004,1,335.12
HI,2004,2,354.19
HI,2004,3,387.99
HI,2004,4,402.38
HI,2005,1,421.28
HI,2005,2,445.23
HI,2005,3,474.01
HI,2005,4,499.57
HI,2006,1,518.82
HI,2006,2,522.73
HI,2006,3,532.74
HI,2006,4,530.90
HI,2007,1,537.66
HI,2007,2,538.56
HI,2007,3,535.89
HI,2007,4,534.00
HI,2008,1,527.85
HI,2008,2,517.77
HI,2008,3,503.31
HI,2008,4,493.58
HI,2009,1,490.30
HI,2009,2,469.73
HI,2009,3,456.49
HI,2009,4,450.04
HI,2010,1,449.15
HI,2010,2,446.61
HI,2010,3,448.48
HI,2010,4,449.46
HI,2011,1,440.20
HI,2011,2,440.97
HI,2011,3,443.43
HI,2011,4,443.19
HI,2012,1,444.43
HI,2012,2,441.76
HI,2012,3,448.98
HI,2012,4,453.18
HI,2013,1,457.19
HI,2013,2,465.17
HI,2013,3,477.04
HI,2013,4,488.11
HI,2014,1,494.12
HI,2014,2,499.81
HI,2014,3,511.49
HI,2014,4,518.84
HI,2015,1,529.27
HI,2015,2,533.68
HI,2015,3,543.00
HI,2015,4,549.57
HI,2016,1,566.04
HI,2016,2,568.57
HI,2016,3,577.50
HI,2016,4,585.77
HI,2017,1,588.66
HI,2017,2,600.46
HI,2017,3,609.10
HI,2017,4,616.89
IA,1975,1,58.32
IA,1975,2,64.29
IA,1975,3,63.95
IA,1975,4,65.98
IA,1976,1,67.53
IA,1976,2,70.12
IA,1976,3,73.81
IA,1976,4,72.40
IA,1977,1,75.87
IA,1977,2,78.06
IA,1977,3,80.20
IA,1977,4,83.33
IA,1978,1,85.88
IA,1978,2,90.29
IA,1978,3,90.65
IA,1978,4,95.58
IA,1979,1,96.42
IA,1979,2,99.34
IA,1979,3,102.22
IA,1979,4,101.77
IA,1980,1,100.00
IA,1980,2,100.71
IA,1980,3,101.48
IA,1980,4,97.53
IA,1981,1,94.66
IA,1981,2,92.50
IA,1981,3,87.86
IA,1981,4,102.66
IA,1982,1,94.09
IA,1982,2,96.87
IA,1982,3,89.94
IA,1982,4,94.37
IA,1983,1,97.89
IA,1983,2,99.14
IA,1983,3,99.20
IA,1983,4,98.46
IA,1984,1,98.65
IA,1984,2,100.58
IA,1984,3,99.21
IA,1984,4,100.88
IA,1985,1,101.40
IA,1985,2,101.50
IA,1985,3,103.07
IA,1985,4,102.03
IA,1986,1,103.19
IA,1986,2,103.79
IA,1986,3,104.15
IA,1986,4,103.91
IA,1987,1,105.37
IA,1987,2,105.32
IA,1987,3,105.49
IA,1987,4,102.28
IA,1988,1,104.59
IA,1988,2,106.36
IA,1988,3,108.42
IA,1988,4,108.02
IA,1989,1,109.89
IA,1989,2,111.12
IA,1989,3,113.15
IA,1989,4,114.09
IA,1990,1,115.65
IA,1990,2,117.10
IA,1990,3,118.72
IA,1990,4,119.64
IA,1991,1,121.25
IA,1991,2,122.54
IA,1991,3,123.68
IA,1991,4,125.52
IA,1992,1,125.96
IA,1992,2,128.00
IA,1992,3,129.65
IA,1992,4,130.80
IA,1993,1,131.96
IA,1993,2,133.88
IA,1993,3,136.59
IA,1993,4,138.14
IA,1994,1,140.73
IA,1994,2,144.34
IA,1994,3,147.08
IA,1994,4,147.25
IA,1995,1,148.87
IA,1995,2,152.14
IA,1995,3,154.34
IA,1995,4,155.73
IA,1996,1,157.81
IA,1996,2,159.22
IA,1996,3,160.60
IA,1996,4,161.64
IA,1997,1,163.28
IA,1997,2,165.08
IA,1997,3,167.51
IA,1997,4,168.95
IA,1998,1,171.15
IA,1998,2,173.32
IA,1998,3,175.18
IA,1998,4,177.40
IA,1999,1,178.95
IA,1999,2,181.58
IA,1999,3,182.72
IA,1999,4,183.85
IA,2000,1,185.77
IA,2000,2,188.28
IA,2000,3,190.79
IA,2000,4,192.19
IA,2001,1,196.26
IA,2001,2,198.38
IA,2001,3,199.77
IA,2001,4,202.18
IA,2002,1,203.95
IA,2002,2,204.93
IA,2002,3,207.51
IA,2002,4,209.26
IA,2003,1,210.58
IA,2003,2,212.19
IA,2003,3,214.78
IA,2003,4,218.12
IA,2004,1,219.78
IA,2004,2,222.15
IA,2004,3,225.19
IA,2004,4,227.75
IA,2005,1,230.29
IA,2005,2,233.11
IA,2005,3,236.74
IA,2005,4,238.64
IA,2006,1,238.67
IA,2006,2,240.08
IA,2006,3,241.53
IA,2006,4,243.45
IA,2007,1,244.34
IA,2007,2,246.38
IA,2007,3,246.30
IA,2007,4,247.73
IA,2008,1,249.07
IA,2008,2,247.75
IA,2008,3,245.72
IA,2008,4,246.89
IA,2009,1,249.21
IA,2009,2,247.65
IA,2009,3,246.18
IA,2009,4,245.59
IA,2010,1,243.78
IA,2010,2,244.57
IA,2010,3,246.76
IA,2010,4,246.73
IA,2011,1,244.49
IA,2011,2,242.90
IA,2011,3,245.31
IA,2011,4,246.37
IA,2012,1,246.31
IA,2012,2,246.27
IA,2012,3,248.07
IA,2012,4,249.10
IA,2013,1,249.61
IA,2013,2,251.35
IA,2013,3,252.40
IA,2013,4,252.78
IA,2014,1,252.73
IA,2014,2,255.81
IA,2014,3,258.79
IA,2014,4,259.67
IA,2015,1,260.67
IA,2015,2,264.31
IA,2015,3,266.86
IA,2015,4,269.25
IA,2016,1,270.25
IA,2016,2,273.31
IA,2016,3,277.61
IA,2016,4,279.23
IA,2017,1,281.62
IA,2017,2,286.01
IA,2017,3,290.94
IA,2017,4,292.67
ID,1975,1,67.90
ID,1975,2,64.06
ID,1975,3,63.62
ID,1975,4,60.89
ID,1976,1,65.16
ID,1976,2,68.50
ID,1976,3,67.81
ID,1976,4,68.45
ID,1977,1,72.74
ID,1977,2,73.62
ID,1977,3,77.21
ID,1977,4,83.07
ID,1978,1,87.75
ID,1978,2,87.84
ID,1978,3,90.27
ID,1978,4,88.28
ID,1979,1,95.97
ID,1979,2,92.76
ID,1979,3,96.72
ID,1979,4,99.21
ID,1980,1,100.00
ID,1980,2,98.74
ID,1980,3,103.88
ID,1980,4,99.80
ID,1981,1,108.71
ID,1981,2,100.80
ID,1981,3,98.82
ID,1981,4,116.23
ID,1982,1,97.58
ID,1982,2,109.11
ID,1982,3,103.20
ID,1982,4,109.92
ID,1983,1,109.91
ID,1983,2,105.34
ID,1983,3,104.23
ID,1983,4,106.07
ID,1984,1,106.67
ID,1984,2,106.58
ID,1984,3,108.97
ID,1984,4,111.34
ID,1985,1,106.85
ID,1985,2,112.27
ID,1985,3,113.30
ID,1985,4,110.34
ID,1986,1,112.59
ID,1986,2,111.42
ID,1986,3,112.46
ID,1986,4,113.03
ID,1987,1,114.07
ID,1987,2,112.00
ID,1987,3,108.42
ID,1987,4,108.37
ID,1988,1,111.43
ID,1988,2,111.97
ID,1988,3,109.95
ID,1988,4,109.78
ID,1989,1,113.88
ID,1989,2,113.56
ID,1989,3,115.61
ID,1989,4,116.65
ID,1990,1,118.50
ID,1990,2,123.00
ID,1990,3,125.60
ID,1990,4,124.81
ID,1991,1,127.89
ID,1991,2,128.34
ID,1991,3,131.47
ID,1991,4,134.41
ID,1992,1,135.75
ID,1992,2,137.34
ID,1992,3,140.31
ID,1992,4,144.05
ID,1993,1,145.45
ID,1993,2,150.03
ID,1993,3,154.07
ID,1993,4,157.11
ID,1994,1,157.89
ID,1994,2,164.04
ID,1994,3,165.87
ID,1994,4,167.07
