State,Year,Quarter,HPI
NY,2006,4,640.46
NY,2007,1,643.48
NY,2007,2,641.72
NY,2007,3,632.27
NY,2007,4,634.46
NY,2008,1,637.86
NY,2008,2,626.06
NY,2008,3,609.82
NY,2008,4,604.02
NY,2009,1,611.30
NY,2009,2,597.94
NY,2009,3,583.48
NY,2009,4,578.44
NY,2010,1,574.59
NY,2010,2,571.31
NY,2010,3,579.20
NY,2010,4,578.88
NY,2011,1,570.33
NY,2011,2,562.03
NY,2011,3,559.80
NY,2011,4,564.46
NY,2012,1,559.87
NY,2012,2,554.77
NY,2012,3,556.57
NY,2012,4,558.56
NY,2013,1,559.32
NY,2013,2,560.90
NY,2013,3,563.70
NY,2013,4,564.00
NY,2014,1,564.52
NY,2014,2,570.41
NY,2014,3,578.36
NY,2014,4,583.62
NY,2015,1,588.16
NY,2015,2,593.05
NY,2015,3,599.35
NY,2015,4,601.76
NY,2016,1,604.57
NY,2016,2,615.22
NY,2016,3,624.06
NY,2016,4,630.73
NY,2017,1,634.42
NY,2017,2,645.36
NY,2017,3,658.07
NY,2017,4,663.05
OH,1975,1,65.03
OH,1975,2,64.66
OH,1975,3,64.14
OH,1975,4,65.68
OH,1976,1,66.20
OH,1976,2,68.56
OH,1976,3,70.97
OH,1976,4,72.23
OH,1977,1,73.06
OH,1977,2,75.01
OH,1977,3,78.62
OH,1977,4,80.90
OH,1978,1,82.95
OH,1978,2,86.16
OH,1978,3,88.79
OH,1978,4,91.17
OH,1979,1,95.45
OH,1979,2,98.14
OH,1979,3,98.99
OH,1979,4,100.58
OH,1980,1,100.00
OH,1980,2,99.43
OH,1980,3,101.86
OH,1980,4,103.23
OH,1981,1,103.00
OH,1981,2,103.45
OH,1981,3,103.06
OH,1981,4,101.49
OH,1982,1,101.00
OH,1982,2,98.27
OH,1982,3,101.91
OH,1982,4,103.18
OH,1983,1,102.59
OH,1983,2,105.27
OH,1983,3,106.04
OH,1983,4,105.53
OH,1984,1,105.86
OH,1984,2,107.08
OH,1984,3,107.15
OH,1984,4,107.35
OH,1985,1,108.01
OH,1985,2,109.22
OH,1985,3,110.51
OH,1985,4,111.37
OH,1986,1,112.86
OH,1986,2,114.39
OH,1986,3,116.22
OH,1986,4,117.75
OH,1987,1,119.96
OH,1987,2,122.41
OH,1987,3,124.87
OH,1987,4,126.07
OH,1988,1,128.22
OH,1988,2,130.94
OH,1988,3,132.10
OH,1988,4,133.36
OH,1989,1,134.93
OH,1989,2,136.32
OH,1989,3,139.20
OH,1989,4,140.20
OH,1990,1,141.74
OH,1990,2,143.04
OH,1990,3,145.06
OH,1990,4,145.38
OH,1991,1,147.00
OH,1991,2,149.06
OH,1991,3,150.07
OH,1991,4,152.30
OH,1992,1,153.99
OH,1992,2,155.00
OH,1992,3,157.14
OH,1992,4,158.68
OH,1993,1,159.42
OH,1993,2,161.25
OH,1993,3,163.18
OH,1993,4,165.13
OH,1994,1,167.05
OH,1994,2,169.80
OH,1994,3,170.76
OH,1994,4,172.26
OH,1995,1,173.20
OH,1995,2,176.52
OH,1995,3,179.61
OH,1995,4,181.83
OH,1996,1,184.46
OH,1996,2,186.17
OH,1996,3,187.48
OH,1996,4,189.36
OH,1997,1,191.84
OH,1997,2,193.39
OH,1997,3,196.07
OH,1997,4,198.48
OH,1998,1,200.84
OH,1998,2,202.71
OH,1998,3,205.21
OH,1998,4,207.43
OH,1999,1,209.60
OH,1999,2,211.40
OH,1999,3,212.06
OH,1999,4,213.39
OH,2000,1,215.67
OH,2000,2,218.27
OH,2000,3,220.88
OH,2000,4,223.73
OH,2001,1,228.01
OH,2001,2,230.38
OH,2001,3,232.53
OH,2001,4,234.45
OH,2002,1,236.41
OH,2002,2,238.04
OH,2002,3,240.40
OH,2002,4,241.99
OH,2003,1,243.74
OH,2003,2,245.51
OH,2003,3,247.52
OH,2003,4,250.90
OH,2004,1,252.38
OH,2004,2,253.88
OH,2004,3,256.88
OH,2004,4,259.55
OH,2005,1,261.99
OH,2005,2,263.96
OH,2005,3,266.51
OH,2005,4,266.98
OH,2006,1,267.00
OH,2006,2,265.93
OH,2006,3,265.27
OH,2006,4,266.45
OH,2007,1,266.54
OH,2007,2,265.02
OH,2007,3,262.17
OH,2007,4,262.11
OH,2008,1,263.39
OH,2008,2,259.38
OH,2008,3,252.94
OH,2008,4,253.51
OH,2009,1,258.09
OH,2009,2,252.19
OH,2009,3,247.10
OH,2009,4,246.72
OH,2010,1,244.01
OH,2010,2,242.13
OH,2010,3,245.37
OH,2010,4,244.34
OH,2011,1,236.92
OH,2011,2,233.40
OH,2011,3,236.45
OH,2011,4,237.12
OH,2012,1,234.26
OH,2012,2,233.16
OH,2012,3,235.44
OH,2012,4,234.84
OH,2013,1,233.94
OH,2013,2,234.77
OH,2013,3,235.81
OH,2013,4,235.74
OH,2014,1,236.17
OH,2014,2,241.47
OH,2014,3,244.14
OH,2014,4,245.28
OH,2015,1,246.84
OH,2015,2,251.17
OH,2015,3,253.97
OH,2015,4,255.10
OH,2016,1,256.37
OH,2016,2,261.10
OH,2016,3,266.62
OH,2016,4,266.36
OH,2017,1,267.36
OH,2017,2,277.18
OH,2017,3,281.41
OH,2017,4,281.82
OK,1975,1,52.13
OK,1975,2,53.29
OK,1975,3,52.05
OK,1975,4,53.20
OK,1976,1,54.62
OK,1976,2,60.30
OK,1976,3,59.43
OK,1976,4,62.10
OK,1977,1,63.95
OK,1977,2,63.69
OK,1977,3,67.78
OK,1977,4,69.54
OK,1978,1,72.51
OK,1978,2,77.79
OK,1978,3,81.51
OK,1978,4,84.34
OK,1979,1,88.43
OK,1979,2,90.35
OK,1979,3,93.33
OK,1979,4,95.92
OK,1980,1,100.00
OK,1980,2,98.85
OK,1980,3,103.83
OK,1980,4,101.61
OK,1981,1,102.74
OK,1981,2,106.47
OK,1981,3,111.64
OK,1981,4,113.38
OK,1982,1,116.19
OK,1982,2,118.84
OK,1982,3,119.63
OK,1982,4,122.73
OK,1983,1,123.70
OK,1983,2,125.69
OK,1983,3,127.03
OK,1983,4,126.22
OK,1984,1,122.25
OK,1984,2,122.21
OK,1984,3,119.93
OK,1984,4,119.60
OK,1985,1,118.42
OK,1985,2,116.90
OK,1985,3,116.97
OK,1985,4,113.76
OK,1986,1,115.87
OK,1986,2,116.96
OK,1986,3,112.85
OK,1986,4,111.19
OK,1987,1,111.04
OK,1987,2,108.15
OK,1987,3,102.48
OK,1987,4,100.09
OK,1988,1,97.88
OK,1988,2,98.68
OK,1988,3,96.80
OK,1988,4,97.53
OK,1989,1,97.88
OK,1989,2,99.55
OK,1989,3,101.06
OK,1989,4,100.19
OK,1990,1,100.02
OK,1990,2,101.08
OK,1990,3,100.84
OK,1990,4,100.59
OK,1991,1,102.30
OK,1991,2,103.70
OK,1991,3,103.94
OK,1991,4,105.89
OK,1992,1,106.56
OK,1992,2,106.57
OK,1992,3,108.20
OK,1992,4,108.65
OK,1993,1,109.01
OK,1993,2,110.93
OK,1993,3,112.37
OK,1993,4,114.16
OK,1994,1,114.69
OK,1994,2,116.99
OK,1994,3,116.76
OK,1994,4,117.09
OK,1995,1,117.77
OK,1995,2,119.73
OK,1995,3,121.69
OK,1995,4,122.50
OK,1996,1,123.91
OK,1996,2,124.91
OK,1996,3,125.76
OK,1996,4,126.57
OK,1997,1,127.05
OK,1997,2,127.89
OK,1997,3,129.56
OK,1997,4,131.53
OK,1998,1,133.24
OK,1998,2,134.34
OK,1998,3,135.84
OK,1998,4,137.98
OK,1999,1,138.74
OK,1999,2,140.12
OK,1999,3,142.02
OK,1999,4,142.14
OK,2000,1,143.65
OK,2000,2,145.24
OK,2000,3,147.58
OK,2000,4,148.59
OK,2001,1,152.00
OK,2001,2,153.59
OK,2001,3,155.23
OK,2001,4,156.96
OK,2002,1,157.73
OK,2002,2,159.34
OK,2002,3,161.48
OK,2002,4,163.46
OK,2003,1,164.45
OK,2003,2,166.54
OK,2003,3,167.66
OK,2003,4,169.30
OK,2004,1,171.26
OK,2004,2,172.79
OK,2004,3,174.08
OK,2004,4,177.20
OK,2005,1,178.16
OK,2005,2,181.15
OK,2005,3,184.53
OK,2005,4,186.72
OK,2006,1,187.93
OK,2006,2,190.64
OK,2006,3,191.90
OK,2006,4,194.83
OK,2007,1,197.15
OK,2007,2,197.96
OK,2007,3,200.66
OK,2007,4,202.49
OK,2008,1,203.55
OK,2008,2,204.54
OK,2008,3,203.01
OK,2008,4,203.12
OK,2009,1,206.41
OK,2009,2,204.63
OK,2009,3,203.23
OK,2009,4,204.03
OK,2010,1,202.51
OK,2010,2,202.15
OK,2010,3,204.19
OK,2010,4,203.55
OK,2011,1,199.26
OK,2011,2,199.15
OK,2011,3,198.87
OK,2011,4,201.89
OK,2012,1,201.76
OK,2012,2,201.79
OK,2012,3,203.14
OK,2012,4,204.39
OK,2013,1,204.55
OK,2013,2,206.15
OK,2013,3,207.66
OK,2013,4,206.67
OK,2014,1,209.01
OK,2014,2,210.85
OK,2014,3,214.10
OK,2014,4,215.56
OK,2015,1,217.06
OK,2015,2,220.40
OK,2015,3,222.79
OK,2015,4,224.61
OK,2016,1,224.91
OK,2016,2,227.06
OK,2016,3,230.23
OK,2016,4,230.06
OK,2017,1,233.23
OK,2017,2,236.68
OK,2017,3,238.08
OK,2017,4,240.03
OR,1975,1,50.78
OR,1975,2,51.35
OR,1975,3,54.06
OR,1975,4,52.73
OR,1976,1,56.99
OR,1976,2,57.02
OR,1976,3,59.92
OR,1976,4,63.51
OR,1977,1,67.05
OR,1977,2,69.11
OR,1977,3,73.88
OR,1977,4,78.08
OR,1978,1,79.85
OR,1978,2,84.60
OR,1978,3,88.28
OR,1978,4,91.82
OR,1979,1,95.68
OR,1979,2,96.25
OR,1979,3,98.43
OR,1979,4,99.95
OR,1980,1,100.00
OR,1980,2,98.45
OR,1980,3,105.08
OR,1980,4,101.65
OR,1981,1,97.65
OR,1981,2,98.30
OR,1981,3,95.73
OR,1981,4,89.75
OR,1982,1,100.26
OR,1982,2,93.80
OR,1982,3,96.02
OR,1982,4,102.41
OR,1983,1,98.62
OR,1983,2,100.26
OR,1983,3,99.19
OR,1983,4,98.73
OR,1984,1,98.49
OR,1984,2,97.60
OR,1984,3,96.12
OR,1984,4,99.83
OR,1985,1,97.86
OR,1985,2,97.77
OR,1985,3,96.97
OR,1985,4,97.13
OR,1986,1,97.91
OR,1986,2,98.69
OR,1986,3,99.47
OR,1986,4,97.79
OR,1987,1,99.93
OR,1987,2,100.22
OR,1987,3,99.44
OR,1987,4,98.75
OR,1988,1,100.74
OR,1988,2,101.40
OR,1988,3,105.01
OR,1988,4,105.58
OR,1989,1,107.86
OR,1989,2,110.48
OR,1989,3,113.77
OR,1989,4,116.59
OR,1990,1,120.81
OR,1990,2,126.93
OR,1990,3,131.55
OR,1990,4,133.93
OR,1991,1,136.36
OR,1991,2,139.39
OR,1991,3,141.79
OR,1991,4,144.88
OR,1992,1,147.82
OR,1992,2,149.73
OR,1992,3,153.39
OR,1992,4,156.25
OR,1993,1,158.46
OR,1993,2,161.58
OR,1993,3,165.43
OR,1993,4,168.96
OR,1994,1,173.21
OR,1994,2,179.34
OR,1994,3,183.88
OR,1994,4,187.09
OR,1995,1,190.92
OR,1995,2,195.62
OR,1995,3,200.52
OR,1995,4,203.83
OR,1996,1,207.80
OR,1996,2,210.75
OR,1996,3,214.16
OR,1996,4,217.83
OR,1997,1,221.27
OR,1997,2,223.83
OR,1997,3,228.52
OR,1997,4,231.01
OR,1998,1,234.45
OR,1998,2,236.14
OR,1998,3,238.57
OR,1998,4,240.81
OR,1999,1,241.91
OR,1999,2,243.40
OR,1999,3,244.09
OR,1999,4,244.95
OR,2000,1,247.51
OR,2000,2,249.16
OR,2000,3,251.45
OR,2000,4,254.26
OR,2001,1,261.14
OR,2001,2,263.58
OR,2001,3,265.95
OR,2001,4,268.28
OR,2002,1,271.71
OR,2002,2,273.53
OR,2002,3,278.24
OR,2002,4,280.49
OR,2003,1,283.37
OR,2003,2,286.01
OR,2003,3,290.07
OR,2003,4,297.45
OR,2004,1,301.14
OR,2004,2,310.19
OR,2004,3,323.88
OR,2004,4,331.46
OR,2005,1,341.48
OR,2005,2,359.65
OR,2005,3,379.59
OR,2005,4,396.25
OR,2006,1,410.56
OR,2006,2,427.12
OR,2006,3,438.19
OR,2006,4,446.65
OR,2007,1,451.60
OR,2007,2,456.80
OR,2007,3,454.60
OR,2007,4,456.23
OR,2008,1,453.53
OR,2008,2,445.28
OR,2008,3,430.82
OR,2008,4,424.56
OR,2009,1,422.04
OR,2009,2,405.70
OR,2009,3,391.32
OR,2009,4,384.24
OR,2010,1,377.67
OR,2010,2,372.02
OR,2010,3,372.24
OR,2010,4,366.43
OR,2011,1,351.32
OR,2011,2,341.32
OR,2011,3,344.28
OR,2011,4,347.41
OR,2012,1,341.33
OR,2012,2,338.44
OR,2012,3,345.57
OR,2012,4,351.28
OR,2013,1,353.92
OR,2013,2,363.92
OR,2013,3,375.06
OR,2013,4,379.65
OR,2014,1,385.95
OR,2014,2,398.30
OR,2014,3,404.76
OR,2014,4,409.35
OR,2015,1,415.13
OR,2015,2,430.04
OR,2015,3,444.48
OR,2015,4,452.56
OR,2016,1,462.51
OR,2016,2,479.53
OR,2016,3,494.15
OR,2016,4,502.87
OR,2017,1,510.80
OR,2017,2,528.96
OR,2017,3,539.63
OR,2017,4,541.47
PA,1975,1,70.44
PA,1975,2,69.61
PA,1975,3,74.08
PA,1975,4,71.68
PA,1976,1,72.85
PA,1976,2,76.64
PA,1976,3,77.23
PA,1976,4,75.38
PA,1977,1,74.32
PA,1977,2,80.41
PA,1977,3,80.95
PA,1977,4,83.47
PA,1978,1,83.77
PA,1978,2,87.27
PA,1978,3,86.10
PA,1978,4,87.81
PA,1979,1,91.94
PA,1979,2,96.60
PA,1979,3,95.95
PA,1979,4,98.70
PA,1980,1,100.00
PA,1980,2,96.01
PA,1980,3,101.45
PA,1980,4,101.27
PA,1981,1,101.64
PA,1981,2,103.56
PA,1981,3,104.22
PA,1981,4,101.08
PA,1982,1,105.00
PA,1982,2,107.16
PA,1982,3,105.12
PA,1982,4,105.54
PA,1983,1,108.63
PA,1983,2,110.26
PA,1983,3,112.53
PA,1983,4,113.32
PA,1984,1,113.57
PA,1984,2,116.58
PA,1984,3,118.37
PA,1984,4,119.20
PA,1985,1,120.68
PA,1985,2,123.90
PA,1985,3,126.29
PA,1985,4,127.99
PA,1986,1,130.99
PA,1986,2,134.68
PA,1986,3,139.24
PA,1986,4,143.92
PA,1987,1,148.58
PA,1987,2,154.62
PA,1987,3,162.19
PA,1987,4,167.75
PA,1988,1,171.24
PA,1988,2,178.34
PA,1988,3,182.98
PA,1988,4,184.70
PA,1989,1,186.97
PA,1989,2,188.34
PA,1989,3,192.44
PA,1989,4,194.90
PA,1990,1,195.11
PA,1990,2,195.48
PA,1990,3,195.90
PA,1990,4,195.31
PA,1991,1,196.97
PA,1991,2,198.44
PA,1991,3,198.60
PA,1991,4,202.17
PA,1992,1,203.21
PA,1992,2,202.93
PA,1992,3,204.81
PA,1992,4,206.18
PA,1993,1,205.87
PA,1993,2,207.24
PA,1993,3,208.03
PA,1993,4,209.88
PA,1994,1,209.87
PA,1994,2,208.73
PA,1994,3,207.16
PA,1994,4,205.53
PA,1995,1,204.93
PA,1995,2,208.30
PA,1995,3,211.80
PA,1995,4,213.10
PA,1996,1,215.71
PA,1996,2,213.25
PA,1996,3,212.47
PA,1996,4,213.85
PA,1997,1,215.22
PA,1997,2,215.18
PA,1997,3,217.27
PA,1997,4,219.51
PA,1998,1,222.99
PA,1998,2,223.39
PA,1998,3,224.34
PA,1998,4,227.32
PA,1999,1,228.86
PA,1999,2,229.38
PA,1999,3,230.41
PA,1999,4,231.53
PA,2000,1,233.83
PA,2000,2,237.16
PA,2000,3,239.67
PA,2000,4,242.49
PA,2001,1,248.76
PA,2001,2,252.76
PA,2001,3,256.08
PA,2001,4,259.34
PA,2002,1,263.37
PA,2002,2,267.90
PA,2002,3,273.44
PA,2002,4,278.16
PA,2003,1,281.31
PA,2003,2,284.97
PA,2003,3,290.87
PA,2003,4,299.51
PA,2004,1,304.66
PA,2004,2,312.78
PA,2004,3,325.67
PA,2004,4,332.89
PA,2005,1,339.94
PA,2005,2,351.52
PA,2005,3,362.97
PA,2005,4,370.61
PA,2006,1,377.28
PA,2006,2,381.41
PA,2006,3,385.70
PA,2006,4,390.27
PA,2007,1,393.83
PA,2007,2,395.43
PA,2007,3,393.64
PA,2007,4,395.33
PA,2008,1,398.16
PA,2008,2,393.21
PA,2008,3,386.52
PA,2008,4,385.91
PA,2009,1,389.72
PA,2009,2,383.94
PA,2009,3,376.37
PA,2009,4,375.02
PA,2010,1,372.65
PA,2010,2,370.80
PA,2010,3,375.11
PA,2010,4,374.08
PA,2011,1,368.27
PA,2011,2,363.52
PA,2011,3,363.89
PA,2011,4,365.40
PA,2012,1,362.25
PA,2012,2,360.51
PA,2012,3,362.53
PA,2012,4,363.70
PA,2013,1,363.93
PA,2013,2,365.43
PA,2013,3,367.12
PA,2013,4,366.98
PA,2014,1,367.17
PA,2014,2,372.04
PA,2014,3,374.57
PA,2014,4,375.37
PA,2015,1,379.33
PA,2015,2,382.71
PA,2015,3,383.67
PA,2015,4,384.86
PA,2016,1,386.80
PA,2016,2,393.88
PA,2016,3,398.05
PA,2016,4,399.35
PA,2017,1,401.00
PA,2017,2,409.56
PA,2017,3,415.04
PA,2017,4,416.57
RI,1975,1,60.89
RI,1975,2,65.55
RI,1975,3,65.73
RI,1975,4,66.98
RI,1976,1,66.06
RI,1976,2,68.23
RI,1976,3,71.36
RI,1976,4,70.13
RI,1977,1,69.66
RI,1977,2,72.21
RI,1977,3,75.36
RI,1977,4,77.32
RI,1978,1,79.74
RI,1978,2,82.14
RI,1978,3,84.10
RI,1978,4,88.64
RI,1979,1,90.80
RI,1979,2,92.23
RI,1979,3,94.06
RI,1979,4,100.93
RI,1980,1,100.00
RI,1980,2,103.17
RI,1980,3,103.00
RI,1980,4,99.76
RI,1981,1,97.87
RI,1981,2,106.49
RI,1981,3,103.94
RI,1981,4,100.52
RI,1982,1,103.30
RI,1982,2,103.74
RI,1982,3,104.12
RI,1982,4,108.66
RI,1983,1,110.56
RI,1983,2,112.30
RI,1983,3,118.95
RI,1983,4,121.43
RI,1984,1,119.38
RI,1984,2,121.38
RI,1984,3,127.40
RI,1984,4,129.21
RI,1985,1,131.99
RI,1985,2,138.22
RI,1985,3,142.51
RI,1985,4,151.41
RI,1986,1,155.32
RI,1986,2,163.06
RI,1986,3,174.28
RI,1986,4,190.59
RI,1987,1,204.25
RI,1987,2,215.82
RI,1987,3,231.91
RI,1987,4,241.16
RI,1988,1,249.95
RI,1988,2,252.98
RI,1988,3,255.57
RI,1988,4,257.69
RI,1989,1,260.00
RI,1989,2,261.38
RI,1989,3,267.12
RI,1989,4,268.25
RI,1990,1,265.34
RI,1990,2,260.83
RI,1990,3,261.32
RI,1990,4,255.83
RI,1991,1,256.53
RI,1991,2,251.00
RI,1991,3,248.08
RI,1991,4,251.09
RI,1992,1,249.70
RI,1992,2,246.40
RI,1992,3,246.48
RI,1992,4,247.48
RI,1993,1,246.03
RI,1993,2,246.39
RI,1993,3,245.57
RI,1993,4,247.94
RI,1994,1,246.61
RI,1994,2,240.37
RI,1994,3,235.88
RI,1994,4,233.17
RI,1995,1,235.05
RI,1995,2,237.79
RI,1995,3,241.91
RI,1995,4,243.97
RI,1996,1,246.48
RI,1996,2,241.60
RI,1996,3,238.06
RI,1996,4,239.67
RI,1997,1,241.40
RI,1997,2,239.79
RI,1997,3,244.65
RI,1997,4,247.65
RI,1998,1,251.68
RI,1998,2,250.39
RI,1998,3,252.94
RI,1998,4,255.70
RI,1999,1,257.75
RI,1999,2,260.24
RI,1999,3,265.73
RI,1999,4,270.32
RI,2000,1,278.77
RI,2000,2,287.32
RI,2000,3,296.38
RI,2000,4,301.96
RI,2001,1,307.94
RI,2001,2,318.59
RI,2001,3,330.79
RI,2001,4,337.75
RI,2002,1,350.86
RI,2002,2,368.15
RI,2002,3,382.08
RI,2002,4,394.13
RI,2003,1,405.70
RI,2003,2,415.28
RI,2003,3,432.75
RI,2003,4,460.90
RI,2004,1,471.74
RI,2004,2,493.27
RI,2004,3,528.02
RI,2004,4,541.45
RI,2005,1,552.36
RI,2005,2,574.71
RI,2005,3,587.70
RI,2005,4,596.78
RI,2006,1,602.27
RI,2006,2,602.45
RI,2006,3,600.49
RI,2006,4,600.18
RI,2007,1,599.86
RI,2007,2,588.64
RI,2007,3,577.50
RI,2007,4,575.03
RI,2008,1,568.63
RI,2008,2,546.17
RI,2008,3,521.68
RI,2008,4,515.60
RI,2009,1,518.70
RI,2009,2,495.34
RI,2009,3,482.71
RI,2009,4,483.12
RI,2010,1,474.97
RI,2010,2,468.61
RI,2010,3,475.39
RI,2010,4,474.25
RI,2011,1,462.64
RI,2011,2,447.36
RI,2011,3,448.51
RI,2011,4,451.33
RI,2012,1,444.67
RI,2012,2,436.41
RI,2012,3,438.27
RI,2012,4,440.96
RI,2013,1,438.57
RI,2013,2,439.75
RI,2013,3,440.68
RI,2013,4,437.23
RI,2014,1,440.17
RI,2014,2,447.10
RI,2014,3,455.86
RI,2014,4,458.37
RI,2015,1,460.82
RI,2015,2,471.19
RI,2015,3,472.99
RI,2015,4,478.88
RI,2016,1,478.36
RI,2016,2,489.57
RI,2016,3,496.82
RI,2016,4,507.00
RI,2017,1,512.86
RI,2017,2,524.47
RI,2017,3,535.53
RI,2017,4,542.73
SC,1975,1,74.70
SC,1975,2,69.91
SC,1975,3,71.90
SC,1975,4,69.51
SC,1976,1,69.71
SC,1976,2,78.21
SC,1976,3,75.62
SC,1976,4,75.78
SC,1977,1,74.93
SC,1977,2,79.18
SC,1977,3,81.06
SC,1977,4,83.54
SC,1978,1,81.84
SC,1978,2,86.62
SC,1978,3,88.01
SC,1978,4,89.57
SC,1979,1,93.49
SC,1979,2,95.46
SC,1979,3,97.27
SC,1979,4,99.86
SC,1980,1,100.00
SC,1980,2,103.33
SC,1980,3,108.94
SC,1980,4,105.35
SC,1981,1,110.58
SC,1981,2,114.70
SC,1981,3,117.27
SC,1981,4,115.14
SC,1982,1,118.46
SC,1982,2,117.61
SC,1982,3,120.38
SC,1982,4,120.18
SC,1983,1,122.98
SC,1983,2,120.68
SC,1983,3,123.63
SC,1983,4,120.05
SC,1984,1,126.41
SC,1984,2,125.48
SC,1984,3,122.68
SC,1984,4,127.07
SC,1985,1,130.26
SC,1985,2,130.47
SC,1985,3,131.37
SC,1985,4,131.68
SC,1986,1,134.93
SC,1986,2,135.97
SC,1986,3,137.75
SC,1986,4,139.90
SC,1987,1,142.64
SC,1987,2,144.05
SC,1987,3,144.13
SC,1987,4,144.73
SC,1988,1,147.27
SC,1988,2,149.38
SC,1988,3,150.52
SC,1988,4,151.00
SC,1989,1,153.31
SC,1989,2,153.54
SC,1989,3,157.09
SC,1989,4,157.44
SC,1990,1,159.02
SC,1990,2,160.42
SC,1990,3,161.68
SC,1990,4,160.77
SC,1991,1,162.67
SC,1991,2,164.20
SC,1991,3,165.12
SC,1991,4,167.77
SC,1992,1,168.62
SC,1992,2,168.90
SC,1992,3,171.40
SC,1992,4,172.11
SC,1993,1,172.27
SC,1993,2,173.98
SC,1993,3,176.08
SC,1993,4,176.79
SC,1994,1,177.77
SC,1994,2,179.05
SC,1994,3,179.77
SC,1994,4,180.36
SC,1995,1,181.88
SC,1995,2,184.17
SC,1995,3,186.51
SC,1995,4,188.78
SC,1996,1,191.49
SC,1996,2,192.43
SC,1996,3,193.79
SC,1996,4,196.65
SC,1997,1,197.87
SC,1997,2,200.18
SC,1997,3,203.59
SC,1997,4,206.39
SC,1998,1,209.47
SC,1998,2,211.75
SC,1998,3,214.77
SC,1998,4,217.65
SC,1999,1,220.71
SC,1999,2,223.65
SC,1999,3,226.00
SC,1999,4,227.88
SC,2000,1,230.17
SC,2000,2,233.08
SC,2000,3,235.95
SC,2000,4,239.13
SC,2001,1,245.36
SC,2001,2,248.07
SC,2001,3,249.95
SC,2001,4,252.86
SC,2002,1,254.30
SC,2002,2,255.76
SC,2002,3,259.72
SC,2002,4,261.98
SC,2003,1,263.51
SC,2003,2,266.07
SC,2003,3,267.60
SC,2003,4,270.14
SC,2004,1,273.29
SC,2004,2,275.61
SC,2004,3,280.91
SC,2004,4,286.00
SC,2005,1,291.11
SC,2005,2,296.33
SC,2005,3,303.60
SC,2005,4,310.34
SC,2006,1,314.79
SC,2006,2,319.73
SC,2006,3,324.56
SC,2006,4,332.77
SC,2007,1,334.97
SC,2007,2,337.17
SC,2007,3,337.01
SC,2007,4,341.34
SC,2008,1,343.75
SC,2008,2,341.91
SC,2008,3,335.66
SC,2008,4,336.72
SC,2009,1,340.95
SC,2009,2,336.49
SC,2009,3,326.29
SC,2009,4,322.94
SC,2010,1,318.48
SC,2010,2,313.80
SC,2010,3,317.95
SC,2010,4,315.17
SC,2011,1,307.01
SC,2011,2,299.93
SC,2011,3,302.12
SC,2011,4,305.44
SC,2012,1,300.62
SC,2012,2,298.87
SC,2012,3,301.43
SC,2012,4,301.91
SC,2013,1,301.48
SC,2013,2,302.76
SC,2013,3,303.02
SC,2013,4,302.66
SC,2014,1,303.42
SC,2014,2,309.56
SC,2014,3,313.38
SC,2014,4,315.34
SC,2015,1,321.07
SC,2015,2,325.63
SC,2015,3,328.54
SC,2015,4,332.90
SC,2016,1,337.39
SC,2016,2,343.46
SC,2016,3,350.52
SC,2016,4,352.51
SC,2017,1,356.82
SC,2017,2,364.97
SC,2017,3,371.14
SC,2017,4,374.71
SD,1975,1,69.14
SD,1975,2,71.51
SD,1975,3,63.58
SD,1975,4,64.12
SD,1976,1,62.99
SD,1976,2,65.90
SD,1976,3,71.20
SD,1976,4,68.12
SD,1977,1,62.18
SD,1977,2,70.18
SD,1977,3,78.15
SD,1977,4,81.47
SD,1978,1,77.28
SD,1978,2,83.62
SD,1978,3,85.82
SD,1978,4,84.20
SD,1979,1,88.82
SD,1979,2,91.66
SD,1979,3,99.25
SD,1979,4,90.99
SD,1980,1,100.00
SD,1980,2,107.14
SD,1980,3,101.98
SD,1980,4,97.20
SD,1981,1,92.35
SD,1981,2,98.60
SD,1981,3,104.01
SD,1981,4,87.40
SD,1982,1,68.92
SD,1982,2,110.11
SD,1982,3,105.52
SD,1982,4,119.09
SD,1983,1,100.81
SD,1983,2,120.79
SD,1983,3,100.14
SD,1983,4,100.23
SD,1984,1,112.79
SD,1984,2,109.68
SD,1984,3,117.95
SD,1984,4,106.89
SD,1985,1,110.84
SD,1985,2,109.03
SD,1985,3,112.82
SD,1985,4,112.83
SD,1986,1,117.00
SD,1986,2,117.95
SD,1986,3,114.50
SD,1986,4,117.06
SD,1987,1,120.86
SD,1987,2,118.54
SD,1987,3,117.97
SD,1987,4,119.17
SD,1988,1,115.47
SD,1988,2,115.67
SD,1988,3,118.70
SD,1988,4,117.53
SD,1989,1,120.79
SD,1989,2,117.09
SD,1989,3,122.05
SD,1989,4,119.19
SD,1990,1,120.32
SD,1990,2,125.32
SD,1990,3,126.27
SD,1990,4,125.18
SD,1991,1,128.30
SD,1991,2,131.69
SD,1991,3,130.45
SD,1991,4,133.07
SD,1992,1,136.62
SD,1992,2,136.64
SD,1992,3,140.66
SD,1992,4,142.22
SD,1993,1,143.73
SD,1993,2,147.42
SD,1993,3,150.23
SD,1993,4,152.45
SD,1994,1,156.09
SD,1994,2,158.13
SD,1994,3,159.80
SD,1994,4,163.04
SD,1995,1,160.59
SD,1995,2,166.59
SD,1995,3,167.48
SD,1995,4,170.44
SD,1996,1,173.30
SD,1996,2,172.62
SD,1996,3,175.06
SD,1996,4,174.20
